NAME,DESCRIPTION,ADDRESS1,ADDRESS2,ADDRESS3,CITY,POSTCODE,COUNTRY,LAT,LNG,VENUE_STATUS,BUSINESS_TYPE,TOILET,WHEELCHAIR_ACCESS,PHONE_PRIMARY,PHONE_SECONDARY,EMAIL_PRIMARY,EMAIL_SECONDARY,WEBSITE,FACEBOOK,TWITTER,OPENING_HOURS,MON_OPEN,MON_CLOSE,TUE_OPEN,TUE_CLOSE,WED_OPEN,WED_CLOSE,THU_OPEN,THU_CLOSE,FRI_OPEN,FRI_CLOSE,SAT_OPEN,SAT_CLOSE,SUN_OPEN,SUN_CLOSE,PRODUCT_LOCATION,STOCK
Crest Family Practice - William Budd,,Knowle West Health Park,Downton Road,,Bristol,BS4 1WH,United Kingdom,51.4287537,-2.5962626,Verified,Health Centre,,,0117 944 9700,,TBD,,,,,TRUE,8:30,18:30,8:30,18:30,8:30,18:30,8:30,18:30,8:30,18:30,,,,,TBD,
Knowle West Children's Centre,,Leinster Avenue,,,Bristol,BS4 1NN,United Kingdom,51.425095,-2.595069,Verified,Community Centre,,,0117 903 0214,,TBD,,,,,TRUE,18:58,18:00,18:58,18:00,18:58,18:00,18:58,18:00,18:58,18:00,18:58,18:00,18:58,18:00,TBD,
Filwood Community Centre,,Barnstaple Road,,,Bristol,BS4 1JP,United Kingdom,51.4255864,-2.5858419,Verified,Community Centre,,,0117 914 9216,,TBD,,,,,TRUE,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,12:00,9:00,12:00,9:00,22:00,TBD,
Filwood Library,,Filwood Broadway,,,Bristol,BS4 1JN,United Kingdom,51.4236115,-2.5858323,Verified,Library,,,0117 903 8581,,TBD,,,,,TRUE,11:00,17:00,,,11:00,17:00,,,11:00,17:00,10:00,14:00,,,TBD,
Eagle House Youth Centre,,Newquay Road,,,Bristol,BS4 1EG,United Kingdom,51.4245196,-2.5790593,Verified,Community Centre,,,0117 977 7795,,TBD,,,,,TRUE,0:00,23:00,0:00,23:00,0:00,23:00,0:00,23:00,0:00,23:00,0:00,23:00,0:00,23:00,TBD,
Eagle House Youth Centre,,Newquay Road,,,Bristol,BS4 1EG,United Kingdom,51.4245196,-2.5790593,Verified,Youth Club,,,0117 977 7795,,TBD,,,,,TRUE,0:00,23:00,0:00,23:00,0:00,23:00,0:00,23:00,0:00,23:00,0:00,23:00,0:00,23:00,TBD,
The Withywood Centre,,Queen's Road,,,Bristol,BS13 8QA,United Kingdom,51.4078187,-2.6217787,Verified,Foodbank,,,0117 987 8400,,TBD,,,,,TRUE,8:30,17:00,8:30,17:00,8:30,17:00,8:30,17:00,8:30,17:00,,,,,TBD,
Hartcliffe Club For Young People,,136-184 Gatehouse Avenue,,,Bristol,BS13 9AQ,United Kingdom,51.4111085,-2.6131197,Verified,Youth Club,,,,,TBD,,,,,TRUE,17:00,19:00,19:00,21:30,,,19:00,21:30,,,,,,,TBD,
The Gatehouse Centre,,The Gatehouse Centre,,,Bristol,BS13,United Kingdom,51.4127646,-2.6115078,Verified,Community Centre,,,,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Hareclive E-Act Academy,,Moxham Drive,,,Bristol,BS13 0HP,United Kingdom,51.4066312,-2.6027405,Verified,Youth Club,,,0117 903 8017,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Hartcliffe Nursery School and Children's Centre,,Moxham Drive,,,Bristol,BS13 0JW,United Kingdom,51.4073246,-2.6022168,Verified,Community Centre,,,0117 903 8633,,TBD,,,,,TRUE,8:30,17:30,8:30,17:30,8:30,17:30,8:30,17:30,8:30,17:30,,,,,TBD,
Hartcliffe Library,,Peterson Avenue,,,Bristol,BS13 0BE,United Kingdom,51.4046512,-2.5984785,Verified,Library,,,0117 903 8568,,TBD,,,,,TRUE,13:00,17:00,,,10:00,14:00,13:00,17:00,13:00,17:00,11:00,17:00,,,TBD,
Symes House,,Peterson Square,,,Bristol,BS13 0EE,United Kingdom,51.4046456,-2.5982882,Verified,Community Centre,,,,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Hartcliffe Health Centre,,Hareclive Road,,,Bristol,BS13 0JP,United Kingdom,51.4075933,-2.6013179,Verified,Health Centre,,,0117 301 5226,,TBD,,,,,TRUE,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,,,,,TBD,
Grange Road Surgery,,Grange Road,,,Bristol,BS13 8LD,United Kingdom,51.4134923,-2.6196639,Verified,GP,,,,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Heggard Close,,Heggard Close,,,Bristol,BS13 7SE,United Kingdom,51.4122636,-2.6162308,Verified,Community Centre,,,,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Bannerman Road Community Academy,,All Hallows Road,,,Bristol,BS5 0HR,United Kingdom,51.4638865,-2.5644085,Verified,Community Centre,,,0117 377 2080,,TBD,,,,,TRUE,8:00,17:00,8:00,17:00,8:00,17:00,8:00,17:00,8:00,17:00,,,,,TBD,
Easton Leisure Centre,,Thrissell Street,,,Bristol,BS5 0SW,United Kingdom,51.459761,-2.5738836,Verified,Community Centre,,,0117 955 8840,,TBD,,,,,TRUE,6:30,22:30,6:30,22:30,6:30,22:30,6:30,22:30,6:30,22:00,7:30,21:00,7:30,22:00,TBD,
Felix Road Adventure Playground,,Felix Road,,,Bristol,BS5 0JW,United Kingdom,51.463047,-2.567964,Verified,Community Centre,,,0117 902 2222,,TBD,,,,,TRUE,15:30,17:30,15:30,17:30,15:30,17:30,15:30,17:30,,,,,13:00,17:00,TBD,
Empire Fighting Chance,,Felix Road,,,Bristol,BS5 0YJ,United Kingdom,51.4661505,-2.5724299,Verified,Community Centre,,,0117 951 0188,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Rosemary Nursery School and Children's Centre,,St Judes Flats,,,Bristol,BS2 0DT,United Kingdom,51.4578248,-2.5801877,Verified,Community Centre,,,0117 903 1467,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Trinity Community Arts,,Trinity Centre,Trinity Road,,Bristol,BS2 0NW,United Kingdom,51.4580448,-2.576009,Verified,Community Centre,,,0117 935 1200,,TBD,,,,,TRUE,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,,,TBD,
Lawrence Hill Health Centre,,Hassell Drive,,,Bristol,BS2 0AN,United Kingdom,51.4576521,-2.5717554,Verified,Community Centre,,,0117 954 3060,,TBD,,,,,TRUE,8:00,18:30,8:00,18:30,8:00,18:30,8:00,18:30,8:00,18:30,,,,,TBD,
St Mungos,,1 New Street,,,Bristol,BS2 9DX,United Kingdom,51.4577768,-2.5823873,Verified,Health Centre,,,,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Charlotte Keel Medical Practice,,77 Seymour Road,,,Bristol,BS5 0UA,United Kingdom,51.4658447,-2.5713621,Verified,Health Centre,,,0117 902 7145,,TBD,,,,,TRUE,8:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,,,,,TBD,
The Trussell Trust Food Bank,,St Marks Baptist Church,Saint Marks Road,,Bristol,BS5 6HX,United Kingdom,51.4674328,-2.5648556,Verified,Foodbank,,,0117 951 0669,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
St Mark's Church,,Saint Marks Road,,,Bristol,BS5 6HX,United Kingdom,51.467419,-2.5648863,Verified,Community Centre,,,07549 684803,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Bristol Futures Academy,,Beam Street,,,Bristol,BS5 9QY,United Kingdom,51.455344,-2.560764,Verified,Other,,,0117 955 1447,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
The Black Development Agency,,5 Russell Town Avenue,,,Bristol,BS5 9LT,United Kingdom,51.459356,-2.5631963,Verified,Community Centre,,,,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Redfield Educate Together Primary Academy,,Avonvale Road,,,Bristol,BS5 9RH,United Kingdom,51.4578327,-2.5554099,Verified,Community Centre,,,0117 379 0777,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Easton Community Childrens Centre,,Russell Town Avenue,,,Bristol,BS5 9JF,United Kingdom,51.4592661,-2.562626,Verified,Community Centre,,,0117 939 2550,,TBD,,,,,TRUE,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,,,,,TBD,
Easton Community Centre,,Kilburn Street,,,Bristol,BS5 6AW,United Kingdom,51.4617648,-2.5629557,Verified,Community Centre,,,0117 954 1409,,TBD,,,,,TRUE,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,9:00,17:00,9:00,15:00,,,TBD,
The Limes Nursery School & Children's Centre,,Johnsons Road,,,Bristol,BS5 9AT,United Kingdom,51.464326,-2.5551378,Verified,Community Centre,,,0117 903 0317,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Redfield Care,,25 Verrier Road,,,Bristol,BS5 9LH,United Kingdom,51.4578965,-2.55674,Verified,Community Centre,,,0117 955 9592,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Wellspring Healthy Living Centre,,Beam Street,,,Bristol,BS5 9QY,United Kingdom,51.45577,-2.561529,Verified,Community Centre,,,0117 304 1400,,TBD,,,,,TRUE,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,,,,,TBD,
Southmead Adventure Playground,,Doncaster Road,,,Bristol,BS10 5PP,United Kingdom,51.4995286,-2.6035579,Verified,Other,,,0117 950 3607,,TBD,,,,,TRUE,,,15:30,17:30,15:30,17:30,,,,,12:30,16:00,,,TBD,
Elmfield School for Deaf Children,,Greystoke Avenue,,,Bristol,BS10 6AY,United Kingdom,51.4974658,-2.613268,Verified,Community Centre,,,0117 903 0366,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Ecole Francaise de Bristol,,Stanton Road,,,Bristol,BS10 5SJ,United Kingdom,51.5046909,-2.5911353,Verified,Community Centre,,,0117 969 2410,,TBD,,,,,TRUE,8:00,17:30,8:00,17:30,8:00,17:30,8:00,17:30,8:00,17:30,,,,,TBD,
Greenway Centre & Cafe,,Doncaster Road,,,Bristol,BS10 5PY,United Kingdom,51.4994852,-2.6089712,Verified,Foodbank,,,0117 950 3335,,TBD,,,,,TRUE,8:00,22:00,8:00,22:00,8:00,22:00,8:00,22:00,8:00,22:00,9:00,17:00,9:00,17:00,TBD,
Greystoke Avenue Public Toilets,,Public Conveniences Greystoke Avenue Bristol,,,Bristol,BS10 6AD,United Kingdom,51.4985,-2.6121,Verified,Public Toilet,,,0117 950 9713,,TBD,,,,,TRUE,9:00,23:00,9:00,23:00,9:00,23:00,9:00,23:00,9:00,23:00,9:00,23:00,9:00,23:00,TBD,
Badock's Wood Children's Centre,,Doncaster Road,,,Bristol,BS10 5PW,United Kingdom,51.4979544,-2.5997951,Verified,Community Centre,,,0117 377 2343,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Southmead Community Association,,248 Greystoke Avenue,,,Bristol,BS10 6BQ,United Kingdom,51.5032116,-2.6006301,Verified,Community Centre,,,,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Greystoke Avenue Bristol,,Greystoke Avenue Bristol,26 Greystoke Avenue,,Bristol,BS10 6AZ,United Kingdom,51.4982928,-2.6139489,Verified,Community Centre,,,,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Southmead Library,,143 Greystoke Avenue,,,Bristol,BS10 6AR,United Kingdom,51.5029639,-2.6037165,Verified,Library,,,0117 903 8583,,TBD,,,,,TRUE,,,11:00,17:00,11:00,17:00,,,13:00,17:00,11:00,17:00,,,TBD,
Southmead Youth Centre,,Greystoke Avenue,,,Bristol,BS10 6AS,United Kingdom,51.503283,-2.60387,Verified,Youth Club,,,0117 377 3605,,TBD,,,,,TRUE,16:30,21:00,9:45,20:00,15:30,21:00,15:30,21:00,16:00,19:30,,,,,TBD,
Southmead Health Centre,,Southmead Health Centre,,,Bristol,BS10 6DF,United Kingdom,51.5046694,-2.6015362,Verified,Health Centre,,,,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Greenway Community Practice,,Greystoke Avenue,,,Bristol,BS10 6AF,United Kingdom,51.4993757,-2.6105509,Verified,Health Centre,,,0117 959 8939,,TBD,,,,,TRUE,8:00,19:00,8:00,19:00,8:00,19:00,8:00,19:00,8:00,18:30,,,,,TBD,
Avonmouth Community Centre Association,,257 Avonmouth Road,,,Bristol,BS11 9EN,United Kingdom,51.5001642,-2.6983837,Verified,Community Centre,,,0117 903 8580,,TBD,,,,,TRUE,10:00,14:00,13:00,17:00,10:00,14:00,,,13:00,17:00,13:00,17:00,,,TBD,
Blaise Plant Nursery,,Kings Weston Road,,,Bristol,BS11 0UE,United Kingdom,51.5006499,-2.6498118,Verified,Community Centre,,,,,TBD,,,,,TRUE,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,TBD,
Cotswold Community Centre,,Dursley Road,,,Bristol,BS11 9XH,United Kingdom,51.48535,-2.6701551,Verified,Community Centre,,,07943 401575,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
Knovill Close,,Knovill Close,,,Bristol,BS11 0SA,United Kingdom,51.5038151,-2.6534871,Verified,Community Centre,,,,,TBD,,,,,FALSE,,,,,,,,,,,,,,,TBD,
